id,label,topic,text,length_chars,length_words,quality_score,sentiment,source_detail,timestamp,plagiarism_score,notes,clean_text,prediction,prediction_label
133,human,lifestyle,"As someone who follows lifestyle, I believe costs can vary greatly depending on implementation. Community feedback will shape future developments.",146,20,3.75,0.65,author_62,12/2/2024 16:54,0.343,personal_tone,"As someone who follows lifestyle, I believe costs can vary greatly depending on implementation. Community feedback will shape future developments.",human,
291,human,education,"In my experience, education often leads to it improves efficiency significantly. This could change as new data becomes available.",129,19,2.46,0.64,author_16,6/1/2024 14:27,0.222,,"In my experience, education often leads to it improves efficiency significantly. This could change as new data becomes available.",human,
497,human,science,"As someone who follows science, I believe costs can vary greatly depending on implementation. there are trade-offs to consider",126,19,1.54,-0.45,author_93,4/17/2023 16:14,0.123,personal_tone,"As someone who follows science, I believe costs can vary greatly depending on implementation. there are trade-offs to consider",human,
342,ai,science,This article discusses science and highlights that there are trade-offs to consider. Community feedback will shape future developments.,135,18,4.07,-0.28,bloomz-7b,10/6/2024 7:45,0.13,,This article discusses science and highlights that there are trade-offs to consider. Community feedback will shape future developments.,ai,
81,ai,entertainment,This article discusses entertainment and highlights that it requires more data for conclusive evidence.,103,14,3.22,0.22,claude-2,3/17/2023 16:04,0.142,,This article discusses entertainment and highlights that it requires more data for conclusive evidence.,ai,
47,ai,sports,This article discusses sports and highlights that it requires more data for conclusive evidence.,96,14,2.63,0.83,gpt-4o-mini,8/18/2023 23:40,0.01,,This article discusses sports and highlights that it requires more data for conclusive evidence.,ai,
457,ai,entertainment,This article discusses entertainment and highlights that users report a mixed set of outcomes.,94,14,3.82,0.19,gpt-4o-mini,12/13/2024 7:36,0.092,,This article discusses entertainment and highlights that users report a mixed set of outcomes.,ai,
94,human,food,"As someone who follows food, I believe the results are promising but preliminary.",81,13,4.4,0.23,author_30,8/23/2024 7:51,0.285,personal_tone,"As someone who follows food, I believe the results are promising but preliminary.",human,
447,ai,science,The following summary on science shows it improves efficiency significantly.,76,10,3.26,0.64,claude-2,4/17/2024 6:03,0.063,,The following summary on science shows it improves efficiency significantly.,ai,
82,ai,sports,A concise overview of sports: it requires more data for conclusive evidence.,76,12,3.46,0.12,claude-2,8/31/2023 13:53,0.086,,A concise overview of sports: it requires more data for conclusive evidence.,ai,
373,human,lifestyle,"In my experience, lifestyle often leads to it improves efficiency significantly.",80,11,3.8,-0.17,author_100,9/13/2025 21:45,0.02,,"In my experience, lifestyle often leads to it improves efficiency significantly.",human,
326,ai,health,This article discusses health and highlights that it can be optimized with simple heuristics.,93,14,3.97,0.56,claude-2,4/6/2024 16:39,0.099,,This article discusses health and highlights that it can be optimized with simple heuristics.,ai,
452,human,sports,My personal opinion on sports is that it requires more data for conclusive evidence.,84,14,2.51,-0.33,author_1,7/9/2025 4:47,0.336,,My personal opinion on sports is that it requires more data for conclusive evidence.,human,
455,human,finance,"After trying several approaches related to finance, I noticed it improves efficiency significantly.",99,13,4.72,-0.53,author_37,3/2/2024 6:29,0.056,personal_tone,"After trying several approaches related to finance, I noticed it improves efficiency significantly.",human,
376,human,health,My personal opinion on health is that privacy concerns remain a top challenge.,78,13,3.54,-0.08,author_25,4/15/2025 10:04,0.079,,My personal opinion on health is that privacy concerns remain a top challenge.,human,
226,human,sports,"As someone who follows sports, I believe there are trade-offs to consider.",74,12,3.07,-0.08,author_16,4/16/2025 3:10,0.154,personal_tone,"As someone who follows sports, I believe there are trade-offs to consider.",human,
140,ai,food,A concise overview of food: costs can vary greatly depending on implementation.,79,12,3.82,0.0,gpt-4o-mini,10/27/2024 10:08,0.037,,A concise overview of food: costs can vary greatly depending on implementation.,ai,
107,human,food,I recently experienced food in my day-to-day life and found that it can be optimized with simple heuristics.,108,18,3.2,0.4,author_77,2/16/2023 8:01,0.138,personal_tone,I recently experienced food in my day-to-day life and found that it can be optimized with simple heuristics.,human,
233,human,technology,"In my experience, technology often leads to there are trade-offs to consider. Further investigation is warranted.",113,16,1.5,0.84,author_39,7/27/2023 4:48,0.309,,"In my experience, technology often leads to there are trade-offs to consider. Further investigation is warranted.",human,
292,human,education,"In my experience, education often leads to costs can vary greatly depending on implementation.",94,14,4.55,0.28,author_34,12/25/2023 12:32,0.057,,"In my experience, education often leads to costs can vary greatly depending on implementation.",human,
205,ai,food,This article discusses food and highlights that there are trade-offs to consider. This could change as new data becomes available.,130,20,4.4,-0.45,claude-2,3/31/2023 6:49,0.065,,This article discusses food and highlights that there are trade-offs to consider. This could change as new data becomes available.,ai,
332,human,science,I recently experienced science in my day-to-day life and found that there are trade-offs to consider. the results are promising but preliminary,143,22,2.43,0.58,author_8,10/21/2023 9:07,0.051,personal_tone,I recently experienced science in my day-to-day life and found that there are trade-offs to consider. the results are promising but preliminary,human,
198,ai,lifestyle,The following summary on lifestyle shows the results are promising but preliminary.,83,12,2.7,0.89,bloomz-7b,10/27/2024 1:09,0.014,,The following summary on lifestyle shows the results are promising but preliminary.,ai,
96,human,technology,"As someone who follows technology, I believe costs can vary greatly depending on implementation. it improves efficiency significantly users report a mixed set of outcomes",170,25,4.1,0.19,author_100,2/2/2025 2:18,0.167,personal_tone,"As someone who follows technology, I believe costs can vary greatly depending on implementation. it improves efficiency significantly users report a mixed set of outcomes",human,
123,human,lifestyle,"As someone who follows lifestyle, I believe it can be optimized with simple heuristics. Community feedback will shape future developments.",138,20,2.08,0.06,author_31,2/25/2024 13:15,0.237,personal_tone,"As someone who follows lifestyle, I believe it can be optimized with simple heuristics. Community feedback will shape future developments.",human,
24,human,education,My personal opinion on education is that costs can vary greatly depending on implementation. Community feedback will shape future developments.,143,20,3.64,0.88,author_71,10/31/2024 19:15,0.003,,My personal opinion on education is that costs can vary greatly depending on implementation. Community feedback will shape future developments.,human,
14,ai,entertainment,A concise overview of entertainment: privacy concerns remain a top challenge. Further investigation is warranted. adoption increases with better education,154,20,3.88,0.28,gpt-4o-mini,1/8/2023 2:35,0.106,,A concise overview of entertainment: privacy concerns remain a top challenge. Further investigation is warranted. adoption increases with better education,ai,
62,ai,lifestyle,Analysis indicates that lifestyle is associated with it can be optimized with simple heuristics. there are trade-offs to consider the results are promising but preliminary the results are promising but preliminary,213,31,3.16,-0.48,gpt-5-base,9/3/2023 6:19,0.083,,Analysis indicates that lifestyle is associated with it can be optimized with simple heuristics. there are trade-offs to consider the results are promising but preliminary the results are promising but preliminary,ai,
299,human,science,My personal opinion on science is that the community response has been overwhelmingly positive.,95,14,4.44,0.71,author_17,7/5/2023 10:41,0.034,,My personal opinion on science is that the community response has been overwhelmingly positive.,human,
40,ai,technology,The following summary on technology shows privacy concerns remain a top challenge. the community response has been overwhelmingly positive,138,19,4.17,0.88,bloomz-7b,9/1/2024 11:33,0.143,,The following summary on technology shows privacy concerns remain a top challenge. the community response has been overwhelmingly positive,ai,
361,ai,lifestyle,The following summary on lifestyle shows there are trade-offs to consider.,74,11,2.78,0.41,bloomz-7b,5/5/2024 7:40,0.089,,The following summary on lifestyle shows there are trade-offs to consider.,ai,
259,human,health,I recently experienced health in my day-to-day life and found that the community response has been overwhelmingly positive. it improves efficiency significantly,160,22,4.41,0.87,author_48,5/14/2023 7:12,0.288,personal_tone,I recently experienced health in my day-to-day life and found that the community response has been overwhelmingly positive. it improves efficiency significantly,human,
243,human,science,"After trying several approaches related to science, I noticed privacy concerns remain a top challenge. I would love to hear others' thoughts on this.",149,24,3.29,-0.3,author_51,4/7/2025 5:39,0.188,personal_tone,"After trying several approaches related to science, I noticed privacy concerns remain a top challenge. I would love to hear others' thoughts on this.",human,
173,human,technology,"In my experience, technology often leads to there are trade-offs to consider.",77,12,3.26,0.74,author_82,12/21/2024 11:19,0.242,,"In my experience, technology often leads to there are trade-offs to consider.",human,
99,ai,sports,Research-style summary on sports suggests adoption increases with better education.,83,10,3.58,0.59,claude-2,4/28/2023 23:50,0.098,,Research-style summary on sports suggests adoption increases with better education.,ai,
293,human,travel,"In my experience, travel often leads to it improves efficiency significantly. Community feedback will shape future developments.",128,17,2.25,-0.27,author_53,8/19/2023 7:31,0.094,,"In my experience, travel often leads to it improves efficiency significantly. Community feedback will shape future developments.",human,
245,human,health,"As someone who follows health, I believe it improves efficiency significantly.",78,11,4.84,0.18,author_17,3/12/2025 9:26,0.058,personal_tone,"As someone who follows health, I believe it improves efficiency significantly.",human,
352,ai,entertainment,Analysis indicates that entertainment is associated with the community response has been overwhelmingly positive.,113,14,2.77,0.37,gpt-5-base,3/25/2023 10:13,0.129,,Analysis indicates that entertainment is associated with the community response has been overwhelmingly positive.,ai,
377,ai,sports,This article discusses sports and highlights that adoption increases with better education.,91,12,2.77,-0.49,claude-2,10/29/2023 12:22,0.142,,This article discusses sports and highlights that adoption increases with better education.,ai,
284,ai,education,Research-style summary on education suggests users report a mixed set of outcomes.,82,12,4.79,-0.5,llama-3-small,2/2/2024 20:15,0.06,,Research-style summary on education suggests users report a mixed set of outcomes.,ai,
427,ai,entertainment,Research-style summary on entertainment suggests adoption increases with better education.,90,10,3.22,-0.01,claude-2,5/16/2023 12:14,0.012,,Research-style summary on entertainment suggests adoption increases with better education.,ai,
262,human,travel,"In my experience, travel often leads to it requires more data for conclusive evidence. adoption increases with better education the results are promising but preliminary it requires more data for conclusive evidence",215,32,3.25,0.72,author_50,5/5/2024 2:13,0.031,,"In my experience, travel often leads to it requires more data for conclusive evidence. adoption increases with better education the results are promising but preliminary it requires more data for conclusive evidence",human,
128,human,food,I recently experienced food in my day-to-day life and found that the results are promising but preliminary. costs can vary greatly depending on implementation users report a mixed set of outcomes users report a mixed set of outcomes,232,38,1.63,0.78,author_61,4/28/2024 5:03,0.266,personal_tone,I recently experienced food in my day-to-day life and found that the results are promising but preliminary. costs can vary greatly depending on implementation users report a mixed set of outcomes users report a mixed set of outcomes,human,
83,ai,travel,A concise overview of travel: it improves efficiency significantly.,67,9,4.21,0.52,llama-3-small,2/20/2023 22:04,0.112,,A concise overview of travel: it improves efficiency significantly.,ai,
459,ai,science,A concise overview of science: the community response has been overwhelmingly positive.,87,12,3.08,-0.16,bloomz-7b,7/18/2023 0:03,0.018,,A concise overview of science: the community response has been overwhelmingly positive.,ai,
269,human,health,My personal opinion on health is that privacy concerns remain a top challenge.,78,13,4.8,-0.01,author_18,4/14/2023 12:15,0.106,,My personal opinion on health is that privacy concerns remain a top challenge.,human,
28,ai,finance,Analysis indicates that finance is associated with it improves efficiency significantly.,88,11,4.93,-0.54,gpt-4o-mini,1/2/2024 7:38,0.102,,Analysis indicates that finance is associated with it improves efficiency significantly.,ai,
90,ai,sports,The following summary on sports shows there are trade-offs to consider. I would love to hear others' thoughts on this.,118,20,3.73,-0.45,bloomz-7b,6/27/2025 19:34,0.02,,The following summary on sports shows there are trade-offs to consider. I would love to hear others' thoughts on this.,ai,
389,ai,entertainment,Analysis indicates that entertainment is associated with it requires more data for conclusive evidence.,103,14,3.5,0.44,bloomz-7b,3/3/2023 7:50,0.122,,Analysis indicates that entertainment is associated with it requires more data for conclusive evidence.,ai,
74,ai,food,Research-style summary on food suggests privacy concerns remain a top challenge.,80,11,4.67,0.87,bloomz-7b,9/2/2023 20:49,0.057,,Research-style summary on food suggests privacy concerns remain a top challenge.,ai,
186,ai,technology,A concise overview of technology: costs can vary greatly depending on implementation.,85,12,3.54,-0.38,bloomz-7b,1/21/2024 6:41,0.113,,A concise overview of technology: costs can vary greatly depending on implementation.,ai,
172,human,travel,"As someone who follows travel, I believe it can be optimized with simple heuristics.",84,14,2.65,0.27,author_47,8/9/2024 0:24,0.092,personal_tone,"As someone who follows travel, I believe it can be optimized with simple heuristics.",human,
162,human,finance,"As someone who follows finance, I believe privacy concerns remain a top challenge.",82,13,3.17,-0.03,author_69,9/6/2025 6:18,0.161,personal_tone,"As someone who follows finance, I believe privacy concerns remain a top challenge.",human,
70,ai,entertainment,The following summary on entertainment shows it improves efficiency significantly. the community response has been overwhelmingly positive the community response has been overwhelmingly positive,194,24,2.8,0.86,llama-3-small,9/15/2024 8:42,0.106,,The following summary on entertainment shows it improves efficiency significantly. the community response has been overwhelmingly positive the community response has been overwhelmingly positive,ai,
219,ai,sports,The following summary on sports shows it improves efficiency significantly. I would love to hear others' thoughts on this.,122,19,4.5,0.21,gpt-4o-mini,1/10/2024 11:52,0.03,,The following summary on sports shows it improves efficiency significantly. I would love to hear others' thoughts on this.,ai,
92,human,food,"In my experience, food often leads to the results are promising but preliminary.",80,13,2.77,0.87,author_83,1/12/2024 19:49,0.316,,"In my experience, food often leads to the results are promising but preliminary.",human,
271,ai,travel,The following summary on travel shows users report a mixed set of outcomes.,75,13,4.87,-0.01,claude-2,2/28/2025 20:39,0.005,,The following summary on travel shows users report a mixed set of outcomes.,ai,
421,ai,food,A concise overview of food: the community response has been overwhelmingly positive. it requires more data for conclusive evidence,130,19,3.99,0.18,gpt-5-base,6/30/2025 10:59,0.001,,A concise overview of food: the community response has been overwhelmingly positive. it requires more data for conclusive evidence,ai,
379,ai,lifestyle,A concise overview of lifestyle: it improves efficiency significantly. I would love to hear others' thoughts on this.,117,18,4.47,-0.27,bloomz-7b,12/19/2024 8:22,0.12,,A concise overview of lifestyle: it improves efficiency significantly. I would love to hear others' thoughts on this.,ai,
126,ai,food,This article discusses food and highlights that privacy concerns remain a top challenge.,88,13,2.81,-0.47,claude-2,6/14/2023 9:55,0.067,,This article discusses food and highlights that privacy concerns remain a top challenge.,ai,
371,human,health,"In my experience, health often leads to the results are promising but preliminary.",82,13,1.85,0.16,author_79,3/15/2025 12:19,0.28,,"In my experience, health often leads to the results are promising but preliminary.",human,
275,human,entertainment,I recently experienced entertainment in my day-to-day life and found that there are trade-offs to consider.,107,16,4.83,-0.49,author_10,6/24/2023 13:40,0.056,personal_tone,I recently experienced entertainment in my day-to-day life and found that there are trade-offs to consider.,human,
60,human,technology,"In my experience, technology often leads to it requires more data for conclusive evidence. I would love to hear others' thoughts on this.",137,23,1.76,0.34,author_73,2/24/2023 5:31,0.052,personal_tone,"In my experience, technology often leads to it requires more data for conclusive evidence. I would love to hear others' thoughts on this.",human,
121,ai,finance,This article discusses finance and highlights that privacy concerns remain a top challenge.,91,13,3.4,-0.06,bloomz-7b,7/4/2023 7:47,0.051,,This article discusses finance and highlights that privacy concerns remain a top challenge.,ai,
13,human,finance,"After trying several approaches related to finance, I noticed the community response has been overwhelmingly positive. Community feedback will shape future developments.",169,22,2.98,-0.28,author_52,7/6/2024 7:19,0.25,personal_tone,"After trying several approaches related to finance, I noticed the community response has been overwhelmingly positive. Community feedback will shape future developments.",human,
387,ai,entertainment,Research-style summary on entertainment suggests users report a mixed set of outcomes. Community feedback will shape future developments.,137,18,4.54,0.48,bloomz-7b,4/3/2025 8:35,0.083,,Research-style summary on entertainment suggests users report a mixed set of outcomes. Community feedback will shape future developments.,ai,
225,ai,science,This article discusses science and highlights that privacy concerns remain a top challenge.,91,13,3.86,0.89,bloomz-7b,7/9/2024 1:30,0.114,,This article discusses science and highlights that privacy concerns remain a top challenge.,ai,
237,human,finance,"After trying several approaches related to finance, I noticed there are trade-offs to consider.",95,14,2.07,-0.07,author_53,8/7/2023 22:52,0.262,personal_tone,"After trying several approaches related to finance, I noticed there are trade-offs to consider.",human,
500,ai,travel,This article discusses travel and highlights that users report a mixed set of outcomes. costs can vary greatly depending on implementation it improves efficiency significantly,175,25,3.15,0.62,gpt-5-base,7/2/2023 16:02,0.01,,This article discusses travel and highlights that users report a mixed set of outcomes. costs can vary greatly depending on implementation it improves efficiency significantly,ai,
315,ai,food,This article discusses food and highlights that users report a mixed set of outcomes.,85,14,3.18,-0.02,gpt-5-base,5/21/2025 17:24,0.12,,This article discusses food and highlights that users report a mixed set of outcomes.,ai,
158,ai,finance,Research-style summary on finance suggests it can be optimized with simple heuristics.,86,12,3.34,0.64,llama-3-small,6/29/2024 17:50,0.106,,Research-style summary on finance suggests it can be optimized with simple heuristics.,ai,
365,human,food,"After trying several approaches related to food, I noticed the community response has been overwhelmingly positive.",115,16,2.85,-0.44,author_65,7/27/2023 19:01,0.301,personal_tone,"After trying several approaches related to food, I noticed the community response has been overwhelmingly positive.",human,
187,human,education,"As someone who follows education, I believe it requires more data for conclusive evidence.",90,14,3.47,0.85,author_32,7/24/2024 19:17,0.047,personal_tone,"As someone who follows education, I believe it requires more data for conclusive evidence.",human,
268,human,food,"As someone who follows food, I believe adoption increases with better education.",80,12,2.12,0.6,author_19,6/8/2025 11:46,0.021,personal_tone,"As someone who follows food, I believe adoption increases with better education.",human,
231,ai,lifestyle,This article discusses lifestyle and highlights that it improves efficiency significantly.,90,11,4.16,-0.06,bloomz-7b,3/6/2023 19:27,0.06,,This article discusses lifestyle and highlights that it improves efficiency significantly.,ai,
408,ai,lifestyle,A concise overview of lifestyle: there are trade-offs to consider. adoption increases with better education,107,15,4.46,0.11,gpt-4o-mini,9/2/2024 5:38,0.056,,A concise overview of lifestyle: there are trade-offs to consider. adoption increases with better education,ai,
374,human,entertainment,I recently experienced entertainment in my day-to-day life and found that the community response has been overwhelmingly positive. Community feedback will shape future developments.,181,24,1.62,0.3,author_87,6/12/2024 8:26,0.215,personal_tone,I recently experienced entertainment in my day-to-day life and found that the community response has been overwhelmingly positive. Community feedback will shape future developments.,human,
448,human,science,"In my experience, science often leads to users report a mixed set of outcomes.",78,14,4.03,-0.43,author_90,3/8/2025 21:18,0.328,,"In my experience, science often leads to users report a mixed set of outcomes.",human,
344,human,finance,"After trying several approaches related to finance, I noticed it requires more data for conclusive evidence. Further investigation is warranted.",144,20,2.93,0.08,author_50,2/19/2024 15:45,0.111,personal_tone,"After trying several approaches related to finance, I noticed it requires more data for conclusive evidence. Further investigation is warranted.",human,
209,ai,food,Analysis indicates that food is associated with the community response has been overwhelmingly positive.,104,14,4.13,0.29,gpt-5-base,11/4/2023 11:40,0.09,,Analysis indicates that food is associated with the community response has been overwhelmingly positive.,ai,
89,human,entertainment,"After trying several approaches related to entertainment, I noticed it improves efficiency significantly.",105,13,4.7,-0.27,author_90,3/6/2023 23:08,0.288,personal_tone,"After trying several approaches related to entertainment, I noticed it improves efficiency significantly.",human,
463,ai,science,A concise overview of science: costs can vary greatly depending on implementation.,82,12,4.36,0.65,llama-3-small,11/3/2023 20:34,0.109,,A concise overview of science: costs can vary greatly depending on implementation.,ai,
132,human,sports,I recently experienced sports in my day-to-day life and found that the community response has been overwhelmingly positive.,123,18,2.39,-0.58,author_94,3/18/2025 2:27,0.121,personal_tone,I recently experienced sports in my day-to-day life and found that the community response has been overwhelmingly positive.,human,
125,ai,entertainment,A concise overview of entertainment: it requires more data for conclusive evidence.,83,12,2.91,-0.3,gpt-4o-mini,9/11/2024 5:02,0.131,,A concise overview of entertainment: it requires more data for conclusive evidence.,ai,
175,human,education,I recently experienced education in my day-to-day life and found that adoption increases with better education.,111,16,2.77,0.78,author_65,4/25/2023 2:14,0.29,personal_tone,I recently experienced education in my day-to-day life and found that adoption increases with better education.,human,
415,human,finance,I recently experienced finance in my day-to-day life and found that users report a mixed set of outcomes. Implementation details matter a lot here.,147,24,1.61,0.36,author_80,2/2/2024 23:57,0.171,personal_tone,I recently experienced finance in my day-to-day life and found that users report a mixed set of outcomes. Implementation details matter a lot here.,human,
192,human,food,"In my experience, food often leads to costs can vary greatly depending on implementation. Further investigation is warranted.",125,18,1.56,0.23,author_38,8/21/2024 21:05,0.252,,"In my experience, food often leads to costs can vary greatly depending on implementation. Further investigation is warranted.",human,
15,human,health,My personal opinion on health is that it improves efficiency significantly. Further investigation is warranted.,111,15,3.2,0.21,author_32,1/10/2025 20:47,0.202,,My personal opinion on health is that it improves efficiency significantly. Further investigation is warranted.,human,
398,ai,food,Research-style summary on food suggests the community response has been overwhelmingly positive. I would love to hear others' thoughts on this.,143,21,3.41,-0.21,gpt-5-base,11/7/2023 0:23,0.0,,Research-style summary on food suggests the community response has been overwhelmingly positive. I would love to hear others' thoughts on this.,ai,
246,ai,health,Analysis indicates that health is associated with it improves efficiency significantly.,87,11,2.66,0.47,bloomz-7b,8/13/2024 22:50,0.012,,Analysis indicates that health is associated with it improves efficiency significantly.,ai,
124,ai,lifestyle,A concise overview of lifestyle: it requires more data for conclusive evidence. Further investigation is warranted.,115,16,4.52,0.1,claude-2,5/5/2025 7:03,0.055,,A concise overview of lifestyle: it requires more data for conclusive evidence. Further investigation is warranted.,ai,
139,human,finance,"In my experience, finance often leads to adoption increases with better education. I would love to hear others' thoughts on this.",129,21,3.76,-0.06,author_20,8/30/2025 20:39,0.011,personal_tone,"In my experience, finance often leads to adoption increases with better education. I would love to hear others' thoughts on this.",human,
112,human,sports,My personal opinion on sports is that it requires more data for conclusive evidence. Further investigation is warranted. there are trade-offs to consider privacy concerns remain a top challenge privacy concerns remain a top challenge,233,35,2.18,0.56,author_31,12/26/2023 23:29,0.285,,My personal opinion on sports is that it requires more data for conclusive evidence. Further investigation is warranted. there are trade-offs to consider privacy concerns remain a top challenge privacy concerns remain a top challenge,human,
52,human,sports,"After trying several approaches related to sports, I noticed users report a mixed set of outcomes.",98,16,4.33,0.21,author_94,5/10/2024 16:55,0.152,personal_tone,"After trying several approaches related to sports, I noticed users report a mixed set of outcomes.",human,
113,human,finance,"As someone who follows finance, I believe it requires more data for conclusive evidence. Further investigation is warranted.",124,18,3.79,-0.33,author_97,3/2/2025 22:51,0.173,personal_tone,"As someone who follows finance, I believe it requires more data for conclusive evidence. Further investigation is warranted.",human,
10,ai,food,Analysis indicates that food is associated with there are trade-offs to consider.,81,12,4.88,0.71,claude-2,9/27/2023 18:13,0.114,,Analysis indicates that food is associated with there are trade-offs to consider.,ai,
20,ai,finance,Analysis indicates that finance is associated with the results are promising but preliminary. I would love to hear others' thoughts on this.,140,22,3.86,0.52,claude-2,2/28/2023 1:49,0.088,,Analysis indicates that finance is associated with the results are promising but preliminary. I would love to hear others' thoughts on this.,ai,
17,human,sports,I recently experienced sports in my day-to-day life and found that costs can vary greatly depending on implementation. Further investigation is warranted.,154,22,1.99,-0.32,author_10,4/18/2024 9:05,0.306,personal_tone,I recently experienced sports in my day-to-day life and found that costs can vary greatly depending on implementation. Further investigation is warranted.,human,
429,human,science,"After trying several approaches related to science, I noticed adoption increases with better education. I would love to hear others' thoughts on this.",150,23,3.01,0.43,author_53,8/12/2024 3:15,0.039,personal_tone,"After trying several approaches related to science, I noticed adoption increases with better education. I would love to hear others' thoughts on this.",human,
1,human,technology,"As someone who follows technology, I believe it requires more data for conclusive evidence. I would love to hear others' thoughts on this.",138,23,4.62,-0.47,author_28,3/8/2024 1:09,0.01,personal_tone,"As someone who follows technology, I believe it requires more data for conclusive evidence. I would love to hear others' thoughts on this.",human,
350,human,travel,I recently experienced travel in my day-to-day life and found that adoption increases with better education.,108,16,3.08,0.32,author_73,11/10/2023 21:16,0.053,personal_tone,I recently experienced travel in my day-to-day life and found that adoption increases with better education.,human,
106,human,finance,I recently experienced finance in my day-to-day life and found that adoption increases with better education.,109,16,3.82,0.13,author_97,3/28/2024 15:04,0.096,personal_tone,I recently experienced finance in my day-to-day life and found that adoption increases with better education.,human,
276,human,food,"After trying several approaches related to food, I noticed adoption increases with better education.",100,14,3.01,0.38,author_13,9/13/2024 15:48,0.055,personal_tone,"After trying several approaches related to food, I noticed adoption increases with better education.",human,
401,ai,education,Research-style summary on education suggests privacy concerns remain a top challenge.,85,11,3.21,0.51,gpt-4o-mini,4/8/2025 9:47,0.062,,Research-style summary on education suggests privacy concerns remain a top challenge.,ai,
483,ai,sports,Research-style summary on sports suggests it can be optimized with simple heuristics. Further investigation is warranted.,121,16,2.97,-0.02,gpt-5-base,8/4/2025 13:07,0.126,,Research-style summary on sports suggests it can be optimized with simple heuristics. Further investigation is warranted.,ai,
434,ai,technology,This article discusses technology and highlights that the community response has been overwhelmingly positive. This could change as new data becomes available.,159,22,4.78,-0.06,bloomz-7b,4/21/2023 0:41,0.044,,This article discusses technology and highlights that the community response has been overwhelmingly positive. This could change as new data becomes available.,ai,
425,ai,health,Analysis indicates that health is associated with it improves efficiency significantly.,87,11,3.54,0.7,claude-2,6/9/2025 8:15,0.112,,Analysis indicates that health is associated with it improves efficiency significantly.,ai,
71,human,science,I recently experienced science in my day-to-day life and found that it can be optimized with simple heuristics. I would love to hear others' thoughts on this.,158,27,1.91,0.65,author_35,5/25/2024 10:37,0.178,personal_tone,I recently experienced science in my day-to-day life and found that it can be optimized with simple heuristics. I would love to hear others' thoughts on this.,human,
321,ai,health,A concise overview of health: the community response has been overwhelmingly positive.,86,12,4.36,-0.57,claude-2,2/18/2024 15:00,0.005,,A concise overview of health: the community response has been overwhelmingly positive.,ai,
273,ai,technology,The following summary on technology shows it requires more data for conclusive evidence. I would love to hear others' thoughts on this.,135,22,4.47,0.48,bloomz-7b,2/19/2023 14:03,0.066,,The following summary on technology shows it requires more data for conclusive evidence. I would love to hear others' thoughts on this.,ai,
442,human,finance,I recently experienced finance in my day-to-day life and found that users report a mixed set of outcomes.,105,18,2.43,0.25,author_88,8/25/2023 21:42,0.081,personal_tone,I recently experienced finance in my day-to-day life and found that users report a mixed set of outcomes.,human,
39,ai,entertainment,The following summary on entertainment shows it can be optimized with simple heuristics. I would love to hear others' thoughts on this.,135,22,4.65,0.73,claude-2,3/8/2025 15:28,0.033,,The following summary on entertainment shows it can be optimized with simple heuristics. I would love to hear others' thoughts on this.,ai,
151,ai,finance,Research-style summary on finance suggests costs can vary greatly depending on implementation.,94,12,3.67,-0.2,llama-3-small,9/11/2023 5:07,0.015,,Research-style summary on finance suggests costs can vary greatly depending on implementation.,ai,
295,ai,sports,Analysis indicates that sports is associated with it can be optimized with simple heuristics.,93,14,3.26,0.18,gpt-4o-mini,9/30/2024 14:27,0.088,,Analysis indicates that sports is associated with it can be optimized with simple heuristics.,ai,
456,human,entertainment,My personal opinion on entertainment is that adoption increases with better education. costs can vary greatly depending on implementation costs can vary greatly depending on implementation,188,26,4.64,0.63,author_9,2/15/2025 15:33,0.295,,My personal opinion on entertainment is that adoption increases with better education. costs can vary greatly depending on implementation costs can vary greatly depending on implementation,human,
164,ai,food,Analysis indicates that food is associated with the community response has been overwhelmingly positive.,104,14,4.3,-0.17,bloomz-7b,8/10/2024 19:46,0.057,,Analysis indicates that food is associated with the community response has been overwhelmingly positive.,ai,
168,human,lifestyle,"After trying several approaches related to lifestyle, I noticed the results are promising but preliminary.",106,15,1.63,0.78,author_5,3/3/2024 6:24,0.327,personal_tone,"After trying several approaches related to lifestyle, I noticed the results are promising but preliminary.",human,
247,ai,technology,Research-style summary on technology suggests the community response has been overwhelmingly positive. Further investigation is warranted.,138,16,2.76,0.26,claude-2,1/10/2025 4:11,0.034,,Research-style summary on technology suggests the community response has been overwhelmingly positive. Further investigation is warranted.,ai,
207,human,sports,"As someone who follows sports, I believe users report a mixed set of outcomes.",78,14,2.01,-0.35,author_10,10/10/2023 15:19,0.105,personal_tone,"As someone who follows sports, I believe users report a mixed set of outcomes.",human,
189,human,health,"After trying several approaches related to health, I noticed the results are promising but preliminary.",103,15,3.18,0.7,author_2,12/7/2023 11:02,0.335,personal_tone,"After trying several approaches related to health, I noticed the results are promising but preliminary.",human,
451,ai,science,This article discusses science and highlights that it can be optimized with simple heuristics.,94,14,3.91,0.39,gpt-5-base,6/3/2023 5:54,0.13,,This article discusses science and highlights that it can be optimized with simple heuristics.,ai,
471,ai,lifestyle,The following summary on lifestyle shows the results are promising but preliminary. Community feedback will shape future developments.,134,18,3.85,-0.52,gpt-4o-mini,1/30/2023 17:08,0.135,,The following summary on lifestyle shows the results are promising but preliminary. Community feedback will shape future developments.,ai,
